entity	index	name	label	actorOrService	hierarchy	description	originalAlternativeName	type	nistDomain	cimZone	euWp1ActorOrRole	euWp1RelatedRole	euWp1FunctionOrService
entity:ManageContingencyEvent-687	687	manage contingency event	manage contingency event	Service	Conceptual	Provide pre-determined protocol instructions for responding to a contingency event		Business Service	Operations				
entity:ManageContractualCompliance-688	688	manage contractual compliance	manage contractual compliance	Service	Conceptual	units have contractual commitments on when to run at what rate		Business Service	Bulk Generation				
entity:ManageControlOfGeneration-689	689	manage control of generation	manage control of generation	Service	Conceptual	provide a mechanism to directly control the inputs and outputs of generation units		Business Service	Bulk Generation				
entity:ManageCustomers-690	690	manage customers	manage customers	Service	Conceptual	facilitate communication with end customers		Business Service	Operations				
entity:ManageDataSharingAcrossOrganizations-691	691	Manage data sharing across organizations	Manage data sharing across organizations	Service	Conceptual	Provide stakeholders in different organizations with required data		Business Service	Bulk Generation				
entity:ManageDemand-692	692	manage demand	manage demand	Service	Conceptual	provide a mechanism to reduce end-customer energy costs		Business Service	Operations				
entity:ManageDemandResponse-693	693	manage demand response	manage demand response	Service	Conceptual	operate a mechanism to manage interruptable loads as part of an overall balancing scheme		Business Service	Transmission				
entity:ManageDER-694	694	manage DER	manage DER	Service	Conceptual	manage DER as a part of the resource mix for balancing energy demands		Business Service	Transmission				
entity:ManageDevices-695	695	Manage Devices	Manage Devices	Service	Conceptual	This service manages smart grid end devices		Business Service	Cross-cutting				
entity:ManageDirectAccess-696	696	manage direct access	manage direct access	Service	Conceptual	Provides the ability for end-customes to purchase power in the wholesale market		Business Service	Market				
entity:ManageDirectLoadControlProgram-697	697	Manage Direct Load Control Program	Manage Direct Load Control Program	Service	Conceptual	Offer managed load reduction schemes using direct operation of devices		Business Service	Operations				
entity:ManageDispute-698	698	manage dispute	manage dispute	Service	Conceptual	Provide a mechanism to coordinate disputes on the market processes		Business Service	Market				
entity:ManageDistriburtedEnergyResources-699	699	Manage distriburted energy resources	Manage distriburted energy resources	Service	Conceptual	Develop mechanisms to include distributed energy resources (DER) in the operation of the electrical grid		Business Service	Operations				
entity:ManageDRProgram-700	700	manage DR program	manage DR program	Service	Conceptual	Offer managed load reduction schemes		Business Service	Operations				
entity:ManageEmergencyResponse-701	701	manage emergency response	manage emergency response	Service	Conceptual	maintain a plan for recovering from major system disruptions		Business Service	Transmission				
entity:ManageEmissionsAudit-702	702	manage emissions audit	manage emissions audit	Service	Conceptual	maintain emmissions history for grid assets		Business Service	Operations				
entity:ManageEmissionsFromUnits-703	703	manage emissions from units	manage emissions from units	Service	Conceptual	provide a mechanism that allows control of the emissions of a generation unit		Business Service	Bulk Generation				
entity:ManageEnergyContracts-704	704	manage energy contracts	manage energy contracts	Service	Conceptual	provide a mechanism to manage the operation of energy contracts between market participants		Business Service	Market				
entity:ManageEnergyResources-705	705	Manage energy resources	Manage energy resources	Service	Conceptual	Provide a mechanism to direct connected energy resources to operate based on abnormal situations		Business Service	Operations				
entity:ManageEnergyStorage-706	706	Manage energy storage	Manage energy storage	Service	Conceptual	Develop mechanisms to include energy storage in the operation of the electrical grid		Business Service	Operations				
